ID,Name,Age,Gender,Country,Date of Joining,Salary,Department,Performance Score,Active
338,Dana Sanders,39,F,Martinique,2022-02-04,83975.3,Sales,9,True
339,Erika Roberson,59,M,Seychelles,2017-05-13,94194.55,Sales,1,True
340,Douglas Joseph,42,M,Lithuania,2018-03-22,93914.62,Sales,1,False
341,Patricia Lara,28,M,Georgia,2022-10-02,57188.06,Finance,6,True
342,Timothy Smith,46,F,Ethiopia,2014-11-23,91249.59,Sales,1,False
343,Jeffrey Curtis,43,F,French Guiana,2016-03-20,32857.8,Engineering,2,False
344,Deborah Woods,64,F,United States Virgin Islands,2020-04-12,47354.28,Sales,1,True
345,Dustin Brown,60,F,Cambodia,2021-05-27,86844.66,Marketing,9,True
346,David Kelley,63,M,Germany,2020-08-23,64163.19,Marketing,1,True
347,Jesse Mcbride,52,M,Armenia,2018-01-09,105403.76,Finance,8,False
348,Dawn Ferguson MD,57,M,Macao,2016-08-05,114857.34,Sales,5,True
349,Brandy Humphrey,56,M,Sudan,2024-01-04,48867.76,Marketing,1,False
350,Melissa Torres,57,F,Armenia,2023-03-27,56370.05,Marketing,8,True
351,Richard Davenport,59,F,Marshall Islands,2016-10-27,111530.1,HR,4,True
352,Patricia Rodriguez,49,M,Haiti,2016-10-03,97494.92,Sales,9,True
353,James Mills,47,M,Antarctica (the territory South of 60 deg S),2022-01-28,80063.86,HR,4,True
354,Ashley Collier,21,M,Iceland,2016-10-26,49492.27,Marketing,7,True
355,Gerald Davenport,53,M,Argentina,2017-01-09,43404.28,Finance,8,False
356,Anthony Doyle,41,M,Denmark,2021-11-28,85353.12,Engineering,6,True
357,Angela Bruce,37,M,Costa Rica,2021-08-27,80805.51,HR,4,False
358,Corey Hawkins,47,M,Monaco,2022-08-19,65735.77,Sales,3,True
359,Sonia Murphy,34,M,Mexico,2020-05-09,106945.0,Engineering,2,False
360,Christopher Hudson,36,F,Solomon Islands,2018-08-16,58598.28,Sales,3,False
361,Peter Collins,59,M,Fiji,2021-04-29,85444.84,HR,8,True
362,Allison Thomas,46,F,Macedonia,2018-06-22,50807.84,Finance,3,False
363,Dylan Anderson,43,F,Sierra Leone,2021-03-06,44201.57,HR,4,False
364,William Howard,39,F,Holy See (Vatican City State),2015-01-30,119855.8,Marketing,8,False
365,Ralph Moore,50,F,Tajikistan,2021-10-21,102800.83,Marketing,7,False
366,Derek Barrera,64,F,Mongolia,2015-01-22,47549.35,Engineering,8,True
367,Brett Haney,22,F,Palestinian Territory,2023-03-11,52251.8,Engineering,3,False
368,Michelle Williams,56,F,Andorra,2015-11-22,71031.27,Finance,4,True
369,Crystal Bowman,30,M,Burundi,2015-01-06,100056.85,Engineering,3,True
370,Alexandra Barker,57,M,Western Sahara,2021-06-30,54163.24,Marketing,9,True
371,Alexis Taylor,34,F,Djibouti,2017-03-26,37012.31,Engineering,3,False
372,Michael Wang MD,32,M,Lithuania,2022-11-27,104259.81,Engineering,2,False
373,Melissa George,50,M,Georgia,2016-01-15,77651.77,Sales,7,True
374,Gail Perez,39,F,Mozambique,2015-05-15,46787.28,Marketing,7,True
375,Suzanne Costa,24,F,Bouvet Island (Bouvetoya),2019-07-23,72880.24,HR,4,False
376,Marcus Flores,29,F,Marshall Islands,2020-09-24,58531.6,HR,6,False
377,Valerie Little,30,M,Dominica,2022-12-03,41210.14,Engineering,5,False
378,James Choi,47,M,San Marino,2024-03-07,87601.12,Engineering,7,False
379,Ricardo Curtis,18,M,Uganda,2018-12-30,116263.49,Engineering,2,True
380,Carol Walker,22,M,Spain,2018-01-21,112178.79,Marketing,4,False
381,Alexander Garcia,64,M,Switzerland,2020-10-31,60342.26,Engineering,7,True
382,Justin Dean,31,M,Pakistan,2016-03-11,99316.99,HR,5,True
383,Daniel Mays,29,M,Estonia,2020-10-16,38010.47,Finance,6,True
384,Julie Jackson,51,F,Panama,2015-03-30,71717.38,Sales,9,True
385,Karen Hayes,27,F,Macedonia,2019-08-14,99538.7,Finance,4,False
386,Katherine Wright,18,F,Guyana,2024-02-23,37722.89,Finance,9,False
387,Virginia Bishop,20,M,Lithuania,2018-05-27,105288.7,Marketing,9,True
388,Diana Hernandez,23,M,Suriname,2022-08-31,71381.61,Engineering,2,False
389,John Roberts,42,F,Gibraltar,2022-04-01,38102.23,Sales,2,True
390,Mary Harris,19,M,Turks and Caicos Islands,2018-10-18,86510.57,HR,5,False
391,John Mcintosh,35,F,Kiribati,2023-05-23,81751.04,Finance,4,False
392,William Green,27,M,Bahamas,2023-02-23,119394.91,Marketing,9,True
393,Jennifer Welch,56,M,Lithuania,2021-09-07,42582.13,Finance,7,True
394,Michelle Carter,51,F,Mexico,2023-11-20,74990.03,Engineering,4,False
395,Paula Sparks,49,M,Nauru,2022-02-01,93121.84,Engineering,1,True
396,Michael Carrillo,26,M,Croatia,2020-06-18,67156.68,HR,3,False
397,Linda Martin,31,F,South Africa,2020-08-20,108820.86,Marketing,4,False
398,Tiffany Larson,27,M,Niue,2021-09-16,91745.41,Marketing,6,False
399,James Reyes,25,M,Kuwait,2020-02-14,44518.5,Engineering,7,False
400,Rachel Gilbert,46,M,Christmas Island,2020-10-25,105998.48,Engineering,3,True
401,Jonathon Lamb,33,M,South Georgia and the South Sandwich Islands,2021-03-14,85659.19,Engineering,1,False
402,Christian Neal,22,M,Saint Kitts and Nevis,2020-07-22,54787.6,Sales,2,True
403,Alexander Schroeder,19,M,Spain,2017-03-13,70723.68,Sales,6,True
404,Ariel Page,48,F,Panama,2017-12-30,113711.52,Engineering,4,True
405,Edward Powell,19,F,Saint Pierre and Miquelon,2023-08-05,119107.87,Finance,4,False
406,Erin Stafford,24,M,Pakistan,2018-09-02,49022.6,Sales,2,False
407,Mrs. Christina Stephens,40,F,Poland,2015-11-26,42476.44,Marketing,3,True
408,Aaron Brown,36,F,Iran,2022-11-10,88761.01,Engineering,7,False
409,Mark Turner,38,M,Anguilla,2021-11-27,56851.79,Sales,6,False
410,Jacob Pittman Jr.,36,F,Macao,2016-04-12,62219.76,HR,4,False
411,Amy Reed,63,F,Dominica,2020-04-07,107641.64,HR,1,False
412,Christian Welch,23,M,Finland,2022-08-29,110825.97,Finance,3,True
413,Shannon Carney,49,M,Saint Pierre and Miquelon,2020-12-14,70298.5,Sales,4,False
414,Katherine Johnson,45,F,Bosnia and Herzegovina,2020-05-24,46604.86,Engineering,9,False
415,Alejandro Wilson,53,F,Bermuda,2017-01-27,37388.87,Sales,2,True
416,Vanessa Sanders DVM,63,M,Slovenia,2024-08-11,66932.1,Finance,8,True
417,Anne Brooks,62,M,Mozambique,2019-03-14,105378.89,Finance,7,True
418,Karen Cooper,61,F,Kenya,2024-08-14,49601.23,Marketing,3,True
419,William Tucker,51,F,United States of America,2018-07-12,93559.43,Engineering,9,True
420,Scott Clements,37,F,Azerbaijan,2023-11-24,92682.52,Marketing,9,True
421,Jennifer Schmidt,62,M,Palau,2020-01-11,45716.92,Engineering,5,False
422,Jordan Boyd,28,F,Sao Tome and Principe,2021-02-21,85547.48,Sales,2,False
423,Katelyn Edwards,40,F,Oman,2023-10-14,85468.21,Sales,1,False
424,Calvin Gonzalez,39,F,Ireland,2021-02-01,55510.67,Sales,5,False
425,Jodi Turner,24,M,Kuwait,2022-06-21,108690.7,Marketing,7,False
426,Nancy Wilson,29,F,American Samoa,2017-10-18,44997.6,Engineering,6,True
427,Jessica Robinson,36,F,Bulgaria,2018-06-28,111951.09,Finance,5,True
428,Michael Hogan,52,F,Anguilla,2021-02-20,66014.08,Sales,2,False
429,Ms. Jean Pham,53,M,Maldives,2023-06-10,116633.93,Sales,3,False
430,Carl Wilson,35,F,Benin,2015-05-20,94792.7,Sales,1,False
431,Lauren Smith,34,M,Cyprus,2020-01-27,54675.13,HR,8,True
432,Debra Garcia,19,M,Marshall Islands,2020-07-13,66694.57,Engineering,5,True
433,Jacqueline Jensen,52,F,Guinea-Bissau,2019-08-10,111115.94,Engineering,1,True
434,Nicole Cummings,47,M,Malawi,2016-02-11,33177.59,HR,4,True
435,Eileen Hensley,27,F,French Southern Territories,2016-03-17,71490.55,Marketing,8,False
436,Matthew Johnson,42,M,San Marino,2018-03-19,66218.26,Marketing,5,True
437,Jamie Ponce,53,M,Mongolia,2024-03-21,68894.23,Sales,8,False
438,Stephanie Hoffman,33,F,Chad,2018-08-29,117538.94,Finance,1,False
439,Kristine Holmes,52,F,French Polynesia,2018-03-30,74177.7,Marketing,4,False
440,Thomas Vang,27,F,Puerto Rico,2016-06-30,111420.95,HR,4,True
441,Angela Becker,28,M,Morocco,2016-04-29,52338.71,Sales,8,False
442,Sarah Brown,27,F,Barbados,2016-02-18,39340.99,Finance,1,True
443,Taylor Alvarez,47,M,Micronesia,2017-10-06,64884.6,Engineering,7,False
444,Jamie Curry,43,F,Togo,2021-11-15,43043.41,Sales,6,False
445,Catherine Silva,36,M,Iceland,2021-07-08,58652.49,Marketing,2,True
446,Benjamin Zimmerman,44,M,New Caledonia,2021-11-09,46555.59,HR,7,True
447,Erik Sanford,42,F,Guernsey,2017-01-30,117175.45,Finance,1,True
448,Amanda Bullock,56,F,Cape Verde,2016-11-24,52717.76,Finance,6,True
449,Frederick Long,64,F,Ireland,2024-09-23,115559.72,Finance,8,False
450,Erin Rowe,19,F,Eritrea,2017-10-21,107663.03,Engineering,5,True
451,Christine Meadows,44,M,United States Virgin Islands,2024-03-22,105118.57,Finance,8,True
452,Bailey Mckay,60,M,Cuba,2020-10-19,55448.32,HR,7,False
453,Amanda Gonzalez,27,F,United Arab Emirates,2015-06-22,115452.75,HR,6,True
454,Michael Rivera,57,F,Liberia,2023-12-06,117964.08,HR,8,True
455,David Sutton,35,M,Nigeria,2015-04-25,111666.7,HR,3,False
456,Edwin Thompson,38,F,Micronesia,2024-07-31,110139.45,Finance,8,True
457,Miranda Stevens,51,M,Guadeloupe,2023-07-01,31574.88,Engineering,9,True
458,Jacob Hogan,50,F,Senegal,2023-02-06,113553.81,Engineering,4,True
459,Robert Johnson,31,M,Chad,2019-10-10,86454.42,HR,8,True
460,Spencer Ewing,37,M,Kyrgyz Republic,2021-09-30,117761.3,HR,3,True
461,Kristin Cole,26,M,Norfolk Island,2021-09-16,110971.6,Finance,4,False
462,Gary Williams,32,M,Italy,2019-07-14,74877.11,Finance,4,True
463,Christian Rivera,24,F,Azerbaijan,2016-12-14,108690.35,Sales,3,False
464,Shawn Lee,56,M,Ireland,2014-12-07,57868.12,HR,3,False
465,Cheryl Gross,43,F,Tunisia,2017-11-28,66158.14,Sales,7,True
466,Lisa Bryant DVM,34,M,Czech Republic,2017-07-21,58515.95,Engineering,2,True
467,Brian Butler,55,M,Switzerland,2023-09-14,47594.74,Marketing,6,True
468,Joshua Brown,52,F,Portugal,2018-07-08,93642.69,HR,9,False
469,Jay Byrd,45,M,Tunisia,2023-08-18,112616.12,HR,2,True
470,Steven Sosa,34,M,Panama,2024-07-05,75190.6,Finance,4,True
471,Lorraine Smith,37,M,Comoros,2019-10-24,85941.67,Finance,8,False
472,William Garcia,29,F,Denmark,2021-03-22,37584.58,Finance,1,False
473,Johnny Spears,48,F,Yemen,2019-03-28,75360.68,Marketing,6,True
474,Leonard Franklin,25,M,Singapore,2014-12-07,58406.42,Marketing,4,True
475,Ashley Pittman,31,M,Denmark,2018-01-05,43149.99,Sales,1,False
476,Garrett Hill,31,M,Denmark,2021-02-17,31217.07,Marketing,4,True
477,Michael Nguyen Jr.,44,F,Chad,2023-04-18,56225.36,Sales,2,True
478,Melissa Murphy,39,F,Ireland,2024-04-04,43626.14,HR,5,True
479,Stephanie Bradley,63,M,British Indian Ocean Territory (Chagos Archipelago),2016-01-04,65116.24,Finance,5,False
480,Julia Bryan,26,F,Portugal,2019-02-09,73119.88,Marketing,3,True
481,Jessica Garrett,37,M,Tanzania,2019-11-26,67652.38,HR,7,False
482,Earl Thomas,46,F,French Southern Territories,2024-08-06,115198.32,Finance,4,True
483,Deborah Garcia,30,F,India,2018-05-08,118587.61,Engineering,6,False
484,Kevin Smith,23,F,Singapore,2017-07-11,82569.33,HR,5,True
485,James Scott,44,F,Heard Island and McDonald Islands,2023-12-10,66391.68,Marketing,7,False
486,Robin Young,27,M,Colombia,2019-12-22,85312.03,HR,3,False
487,Brittany Gordon,58,M,Spain,2019-03-25,44871.15,Finance,6,False
488,Jeffrey Brewer,54,M,Saint Kitts and Nevis,2022-09-18,40400.4,Finance,2,False
489,Claudia Potter,36,F,Nigeria,2019-10-25,67320.42,Marketing,8,False
490,Brittney Williams,42,M,Niue,2022-09-01,96604.12,Finance,5,False
491,Martha Rhodes,55,F,Bouvet Island (Bouvetoya),2022-12-20,100006.73,Engineering,3,False
492,Christopher Torres,50,F,Syrian Arab Republic,2015-11-22,76041.19,Marketing,9,True
493,Rachel Smith,53,M,Bolivia,2019-05-20,37854.03,Finance,9,True
494,Allison Quinn,59,F,Nepal,2016-07-05,56729.49,Sales,8,False
495,Kimberly Conner,56,M,Qatar,2020-08-06,90415.12,HR,6,False
496,Julia Charles,57,F,Bouvet Island (Bouvetoya),2016-04-16,36610.43,HR,9,True
497,Ashley Johnson,22,M,Vanuatu,2015-07-22,108172.86,HR,1,False
498,James Anderson,56,F,Papua New Guinea,2017-04-28,44408.78,HR,3,False
499,Melinda Smith,44,F,Turkey,2016-12-05,74987.33,Marketing,6,True
500,Stephanie Thompson,63,F,India,2016-12-27,80715.86,Sales,6,False
501,Bryan Scott,18,F,Mauritius,2022-10-19,53181.42,Engineering,2,False
502,Abigail Barnett MD,59,M,India,2020-08-23,86903.49,Sales,9,False
503,Jeffrey Kennedy,43,M,Cook Islands,2020-07-15,87302.49,HR,7,True
504,George Silva,35,F,Congo,2024-01-14,109074.34,Marketing,3,True
505,Carla Parks,36,M,Cape Verde,2022-01-22,42687.64,Finance,4,True
506,Felicia Stevenson,44,F,Maldives,2015-04-16,52357.32,Engineering,6,False
507,Paul Peterson,47,M,Madagascar,2017-09-24,70925.46,Marketing,7,True
508,Albert Bailey,24,M,Cuba,2016-06-05,39157.8,Engineering,5,False
509,Holly Collins,63,M,Norfolk Island,2019-12-25,49223.97,Engineering,1,True
510,Christopher Herman,41,F,Denmark,2024-03-23,61901.39,Engineering,5,False
511,Rita Maynard,21,F,Serbia,2016-11-01,117046.29,Engineering,8,False
512,Angela Vincent,52,F,Guatemala,2018-09-01,32836.34,Finance,1,False
513,Rebekah Coleman,22,M,Chad,2022-12-03,65727.26,Sales,8,True
514,Douglas Rodriguez,22,F,Netherlands,2020-11-22,30545.58,Marketing,6,False
515,Alexander Phillips,26,M,Kazakhstan,2021-07-26,56711.17,Finance,6,True
516,Jason Bennett,18,M,United States Minor Outlying Islands,2016-07-25,106733.45,HR,9,True
517,Mark Ford,51,F,Guyana,2016-01-24,68115.31,Engineering,7,True
518,Bianca Olson,50,M,Syrian Arab Republic,2017-11-12,78737.64,HR,7,False
519,Bobby Sanchez DVM,62,M,Angola,2015-08-26,94500.32,Marketing,6,False
520,Melanie Hodges,35,M,Hungary,2017-07-01,35476.08,Engineering,4,True
521,Bobby Buck,44,M,Nicaragua,2023-12-16,63885.39,HR,7,False
522,David Burns,33,M,Sri Lanka,2023-12-27,117316.37,HR,1,False
523,Jeffrey Hall,36,F,Montenegro,2014-11-04,115285.52,Marketing,6,True
524,Selena James,64,M,Honduras,2018-12-31,41519.64,Sales,4,False
525,Jamie Guerrero,60,F,Central African Republic,2018-04-10,48351.52,Marketing,6,False
526,Erica Dean,40,M,Bosnia and Herzegovina,2016-09-10,87236.97,Marketing,2,False
527,Miranda Chen,59,F,Latvia,2024-08-20,85473.66,Sales,3,False
528,Tammy Juarez,54,F,Malawi,2024-08-19,102082.74,Sales,9,True
529,Victoria Chan,48,M,Zimbabwe,2014-11-30,66583.47,Finance,4,False
530,Paul Dawson,39,F,Germany,2014-10-20,81703.72,Engineering,4,False
531,Melissa Bailey,18,M,Seychelles,2018-03-25,110508.83,Finance,7,False
532,John Chen,53,F,Ireland,2019-12-14,49802.62,Marketing,6,False
533,Ms. Gina Odonnell,19,M,Aruba,2015-10-01,69479.86,Finance,4,True
534,Austin Murray MD,38,M,Indonesia,2018-09-22,105918.09,HR,1,False
535,Jean Riley,51,F,Swaziland,2018-12-29,34830.39,Sales,3,False
536,Darren Gray,43,F,Bermuda,2023-09-22,84080.57,Engineering,3,True
537,Regina Johnson,60,F,Philippines,2024-05-21,68767.43,HR,8,True
538,Sara Villanueva,52,F,Afghanistan,2022-01-26,79978.96,HR,6,False
539,Jamie Underwood,39,M,Tonga,2023-05-02,103280.85,Finance,4,True
540,Gerald Cunningham,54,F,Seychelles,2020-02-04,115806.98,Finance,9,True
541,Savannah Ramsey,60,F,Saint Barthelemy,2023-02-19,51727.84,HR,2,True
542,Allen Rivera,35,M,Cocos (Keeling) Islands,2016-10-29,108266.76,Sales,5,False
543,Richard Harrington,44,M,Guinea-Bissau,2018-06-23,46043.16,Finance,7,False
544,Mary Torres,62,F,Korea,2019-06-03,50532.49,Sales,9,True
545,Ross Jimenez,27,M,Montenegro,2016-10-27,74149.43,Engineering,7,False
546,Eric Phillips,25,M,Kazakhstan,2021-02-15,82885.14,HR,3,False
547,Jennifer Proctor DVM,61,M,Northern Mariana Islands,2018-06-23,67106.09,Sales,5,True
548,John Gallegos,58,F,Niger,2023-01-29,84619.89,Marketing,3,False
549,Joshua Lewis MD,25,M,Rwanda,2016-09-04,55663.1,Sales,8,False
550,Christie Henry,41,M,Antigua and Barbuda,2016-01-10,95719.97,HR,3,True
551,John Moody,32,F,Congo,2017-06-28,47997.87,Engineering,7,True
552,John Williams,36,F,Mexico,2023-02-10,97766.4,HR,6,True
553,Deborah Goodwin,44,M,United States Virgin Islands,2015-12-12,100981.23,Marketing,7,False
554,Ryan Gregory,39,M,Turkmenistan,2020-08-23,87094.4,Engineering,4,True
555,April Hernandez,64,M,Zimbabwe,2021-09-27,104236.41,HR,6,False
556,Nicole Wilson MD,29,F,Djibouti,2021-12-28,35437.82,HR,8,False
557,Michael Thompson,32,F,Venezuela,2018-11-12,90735.98,Finance,5,True
558,Carlos Holden,63,F,Iraq,2022-09-10,42480.37,Sales,5,False
559,Megan Edwards,34,M,Congo,2016-04-10,104472.45,Sales,9,True
560,Sara Leach,35,F,Canada,2015-03-04,39024.66,Sales,7,False
561,Christine Mason,38,F,French Guiana,2023-02-05,46555.39,Marketing,8,False
562,Karen Jefferson,24,M,Fiji,2017-03-13,67087.73,Sales,8,False
563,Kristen Fernandez,30,F,Martinique,2022-10-01,116178.97,Finance,3,True
564,Crystal Rowe,30,M,Canada,2016-07-15,114030.03,Finance,5,True
565,Jaime Bowman,42,F,Mexico,2014-11-04,101068.59,Finance,1,False
566,Robert Rodriguez,25,M,Isle of Man,2018-04-24,74297.73,Finance,4,True
567,Steven Rios,49,M,Canada,2024-08-21,104677.38,Engineering,6,False
568,Crystal King,48,F,Papua New Guinea,2017-01-17,109621.03,Engineering,2,False
569,Tara Glenn,50,F,Holy See (Vatican City State),2023-04-07,35141.24,Sales,2,False
570,Brooke Thomas,63,M,Argentina,2016-01-09,72799.43,Sales,6,True
571,Anthony Hernandez,42,M,Greece,2019-12-15,81858.37,HR,1,True
572,Jessica Sampson,48,M,Saint Vincent and the Grenadines,2023-02-27,95231.44,Finance,2,True
573,Richard Mueller,23,F,Libyan Arab Jamahiriya,2015-06-15,94678.24,HR,2,True
574,Justin Ortiz,61,F,Oman,2016-09-17,79439.31,Finance,1,False
575,Adam Brown,45,F,Fiji,2017-10-08,78384.62,HR,7,True
576,Christina Rodriguez,37,F,India,2024-03-23,96308.23,Finance,9,False
577,Caitlin Ramos,53,F,Gambia,2021-05-05,41127.16,Sales,8,True
578,Lisa Henderson,44,F,Peru,2019-01-06,90265.05,Sales,2,False
579,Andrea Williams,59,M,Togo,2017-03-02,67066.89,Sales,2,False
580,Paige Reed,37,M,Mexico,2024-05-28,96388.92,HR,9,False
581,Jeffrey Blackburn,64,M,San Marino,2015-08-22,106278.4,Sales,7,True
582,James Anderson,31,M,Dominican Republic,2024-09-12,82968.31,Sales,1,True
583,Martin Williams,23,M,Canada,2020-10-17,108608.14,Sales,3,True
584,Melissa Collins,19,F,Svalbard & Jan Mayen Islands,2021-05-18,31094.48,HR,1,False
585,Danielle Johnston,36,M,Jamaica,2017-02-24,100335.24,Engineering,7,True
586,Jessica Smith,51,F,French Southern Territories,2018-10-16,95433.35,Engineering,6,False
587,Matthew Delgado,47,M,Guinea,2019-08-30,102416.3,Engineering,8,True
588,Allison Jones,22,M,China,2021-08-24,55016.52,Engineering,4,True
589,Angela Alexander,46,M,Dominica,2019-03-11,52835.23,Finance,8,False
590,Christina Hunt,26,M,Korea,2024-02-19,113018.13,Marketing,8,True
591,Catherine Campbell,55,M,Jamaica,2017-04-10,64336.29,Marketing,8,True
592,David Scott,34,F,Azerbaijan,2016-04-30,42647.47,Sales,7,True
593,Russell Romero,57,F,Germany,2022-11-04,115710.31,HR,5,False
594,Kaylee Carr,64,F,Suriname,2023-04-26,114990.83,Engineering,8,True
595,Joshua Sanders,21,F,Pakistan,2022-02-02,111690.5,Sales,3,True
596,Donald Martinez,60,F,Switzerland,2020-02-11,102101.58,Sales,5,True
597,Jeremy Walker,19,F,Peru,2018-11-12,77508.98,HR,5,False
598,Tyler Smith,18,F,Greece,2019-09-28,118903.24,HR,3,True
599,Jeffrey Valencia,27,F,Comoros,2017-12-18,44862.98,HR,1,False
600,Stephen Smith,62,F,Swaziland,2014-12-23,79094.41,Marketing,7,True
601,Kevin Patel,31,F,Sierra Leone,2016-09-01,65709.29,Sales,2,False
602,Heather Mendez,34,F,British Indian Ocean Territory (Chagos Archipelago),2023-05-26,116869.79,HR,2,True
603,Kathryn Clark,39,M,Guam,2018-05-12,60840.74,HR,5,False
604,Jacob Cole,21,M,Sudan,2017-03-23,79732.56,Engineering,4,True
605,Abigail Osborn,59,F,Qatar,2023-05-07,89110.17,Finance,5,True
606,Leonard Higgins,51,M,Myanmar,2023-03-01,107716.85,Marketing,5,False
607,Laura Cooper,30,F,Australia,2024-06-20,51262.97,Sales,5,True
608,Aaron Harris,61,M,Guinea,2016-02-16,91479.76,Sales,4,True
609,Nicole Bolton,38,F,Uzbekistan,2023-03-04,40903.54,HR,5,True
610,Kirsten Jones,62,M,Fiji,2018-05-18,53766.32,Finance,4,False
611,Greg Foster,39,M,Algeria,2024-05-06,35059.9,Sales,8,False
612,Tammy Jones,24,M,Estonia,2019-12-22,114382.52,Engineering,9,False
613,Christine Barr,61,F,French Polynesia,2024-09-27,102242.8,Finance,3,False
614,William Carlson,45,M,Kyrgyz Republic,2021-04-14,109349.43,HR,2,False
615,Kendra Martin,58,F,Moldova,2018-07-30,61567.91,HR,6,True
616,Thomas Perez,53,F,Greenland,2022-06-19,59543.35,Engineering,6,True
617,Charles Brooks,53,F,Liechtenstein,2022-06-16,72805.23,Engineering,4,False
618,Mark Ferguson,55,F,Dominican Republic,2020-12-24,34668.4,Sales,4,False
619,Ricardo Williams,53,M,Korea,2017-02-25,61529.22,HR,4,False
620,Ms. Cassandra Lee,33,M,Malta,2022-01-24,79517.31,Engineering,3,True
621,Cody Valdez,58,M,Martinique,2017-01-16,68619.32,Engineering,6,True
622,Bradley Moore,32,M,Qatar,2019-02-24,109257.6,HR,6,False
623,Lori Wallace,23,F,Burkina Faso,2021-03-04,64737.65,Finance,8,False
624,Dale Smith,50,F,Sao Tome and Principe,2019-03-03,46692.56,HR,4,True
625,Robert Gutierrez,22,M,Argentina,2018-02-02,91790.32,Sales,7,False
626,Amanda Richardson,60,M,Andorra,2016-01-04,107199.55,Engineering,1,True
627,Erica Smith,31,M,Suriname,2019-11-10,52086.97,Finance,6,False
628,Lynn Nelson,56,M,Argentina,2015-10-28,54160.46,Engineering,6,False
629,Kenneth Compton,47,F,United Arab Emirates,2016-11-30,80688.26,Marketing,2,True
630,Thomas Marshall,46,M,Eritrea,2016-02-12,113224.24,Marketing,2,True
631,James Smith,22,F,Jordan,2021-01-20,33939.0,HR,1,True
632,Charles Fisher,51,F,Austria,2016-04-06,74200.44,HR,3,False
633,Gabrielle Meyers,23,F,Spain,2018-08-12,87374.33,HR,6,True
634,Justin Gates Jr.,60,F,Zambia,2022-02-24,115032.49,Sales,8,True
635,Timothy Griffin,40,M,Burundi,2018-05-15,87757.27,Engineering,9,False
636,Allen Lin,41,F,French Polynesia,2021-09-28,88018.33,HR,7,False
637,Patricia Owens,29,F,San Marino,2023-12-14,36838.62,Sales,9,True
638,Mary Davis,61,M,Bolivia,2022-06-14,74804.69,Engineering,5,False
639,Jonathan Hanna,18,F,Canada,2021-12-04,55660.23,Finance,8,True
640,Jordan Richardson,48,F,Martinique,2016-08-15,86037.07,Finance,9,True
